InitializeWeights:  w_a = 0.995 w_b = 0.99999

 iterations              T          dS/S            meanE              sdE         (e)meanE           (e)sdE   acc    alpha
   15880000      21.447813  2.579569e-06      6458.710463        88.837837      6450.096800        55.740208  0.44  0.22680
   15890000      21.393153  2.585233e-06      6487.784159        94.951115      6400.681127        55.584402  0.44  0.22680
   15900000      21.338729  2.536676e-06      6450.972030        49.814782      6406.103899        55.422198  0.40  0.22500
   15910000      21.284074  2.456418e-06      6408.469345        42.594965      6447.725996        55.213574  0.50  0.22222
   15920000      21.229739  2.428090e-06      6542.120143        43.562811      6529.289419        55.067868  0.48  0.22471
   15930000      21.175538  2.523244e-06      6431.455200        76.645529      6495.805519        54.964260  0.36  0.21930
   15940000      21.121664  2.588470e-06      6480.462979        90.059514      6461.030338        54.856063  0.50  0.22222
   15950000      21.067994  2.567452e-06      6480.906197        43.401191      6464.725458        54.773354  0.43  0.22671
   15960000      21.014470  2.572318e-06      6512.343375        28.554176      6492.864027        54.682255  0.43  0.22671
   15970000      20.961232  2.538982e-06      6423.657825        65.180530      6472.755620        54.459786  0.52  0.21879
   15980000      20.907784  2.581772e-06      6418.653396        59.432921      6469.355500        54.257036  0.44  0.22680
   15990000      20.854467  2.586966e-06      6574.998281       153.073975      6463.912778        54.083851  0.40  0.22500
   16000000      20.801004  2.602207e-06      6473.101562        28.853802      6483.205356        53.886998  0.50  0.22222
   16010000      20.747570  2.622598e-06      6552.015812        77.714719      6482.234668        53.643583  0.50  0.22222
   16020000      20.694262  2.601247e-06      6448.431135        84.744206      6487.921083        53.522258  0.41  0.22582
   16030000      20.641249  2.588205e-06      6473.821556        51.258813      6460.027104        53.389566  0.45  0.22664
   16040000      20.587936  2.593270e-06      6539.944380        49.963950      6501.577930        53.216923  0.47  0.22559
   16050000      20.534793  2.620722e-06      6617.781245        81.896108      6538.283155        53.074813  0.48  0.22471
   16060000      20.481832  2.540688e-06      6555.955838        43.359192      6595.534435        52.892978  0.40  0.22500
   16070000      20.428882  2.618928e-06      6484.434388        55.810292      6521.640992        52.824028  0.44  0.22680
   16080000      20.376565  2.450469e-06      6555.555966        35.287781      6568.151515        52.740554  0.43  0.22671
   16090000      20.324163  2.549422e-06      6543.934683        67.825599      6551.506087        52.610104  0.35  0.21726
   16100000      20.272026  2.527624e-06      6600.172866        37.546226      6581.287259        52.440770  0.44  0.22680
   16110000      20.219838  2.527706e-06      6437.088384       117.297945      6552.097184        52.348187  0.46  0.22624
   16120000      20.167798  2.607977e-06      6467.723284        37.946488      6460.591999        52.176803  0.43  0.22671
   16130000      20.115937  2.374839e-06      6482.808023        56.282091      6428.094341        52.088309  0.37  0.22109
   16140000      20.064217  2.608497e-06      6471.548991        40.054098      6454.606136        51.888567  0.38  0.22264
   16150000      20.012422  2.602424e-06      6590.558888        69.079563      6541.434697        51.728395  0.44  0.22680
   16160000      19.960661  2.566820e-06      6543.609366        23.323201      6557.157225        51.548699  0.38  0.22264
   16170000      19.908865  2.615586e-06      6451.228236        90.323128      6535.110033        51.396840  0.49  0.22358
   16180000      19.857292  2.599100e-06      6481.495253        34.718482      6482.764425        51.347528  0.47  0.22559
   16190000      19.806037  2.548530e-06      6572.936638        61.552085      6535.191011        51.238647  0.39  0.22394
   16200000      19.755083  2.546804e-06      6392.791839       109.985505      6500.170339        51.155273  0.45  0.22664
   16210000      19.704323  2.538854e-06      6530.116384        51.954804      6480.097427        51.039829  0.28  0.19626
   16220000      19.653588  2.611984e-06      6477.241175        28.435211      6459.203383        50.802828  0.38  0.22264
   16230000      19.602761  2.624745e-06      6377.656909       125.901279      6500.053551        50.640542  0.45  0.22664
   16240000      19.552014  2.628904e-06      6508.708978        81.022319      6457.268534        50.493404  0.47  0.22559
   16250000      19.501411  2.603745e-06      6479.285228        47.304883      6465.796542        50.340720  0.38  0.22264
   16260000      19.450742  2.622403e-06      6459.845121        37.105920      6439.538970        50.147137  0.53  0.21672
   16270000      19.400107  2.657108e-06      6436.465518        44.895639      6425.993744        49.911054  0.43  0.22671
   16280000      19.349220  2.620655e-06      6458.392845        24.329444      6443.469717        49.710119  0.52  0.21879
   16290000      19.298511  2.647781e-06      6545.416826        60.135144      6527.151614        49.661391  0.47  0.22559
   16300000      19.248017  2.650347e-06      6507.620358        80.267066      6508.183742        49.532180  0.44  0.22680
   16310000      19.197686  2.667740e-06      6424.528803        82.047263      6475.895177        49.366499  0.47  0.22559
   16320000      19.147509  2.625296e-06      6488.457876        64.950264      6429.914965        49.266146  0.50  0.22222
   16330000      19.097326  2.624839e-06      6480.809615        68.785094      6444.943796        49.070428  0.47  0.22559
   16340000      19.047106  2.667104e-06      6385.048813        52.310175      6420.274675        48.941993  0.50  0.22222
   16350000      18.996926  2.673377e-06      6446.008615        69.960790      6383.561381        48.815674  0.50  0.22222
   16360000      18.947297  2.250379e-06      6450.813487        69.225227      6514.747586        48.787419  0.42  0.22639
   16370000      18.897751  2.647994e-06      6471.702125        42.690561      6463.388294        48.703077  0.49  0.22358
   16380000      18.848509  2.558941e-06      6475.660961        64.064792      6417.390841        48.597817  0.47  0.22559
   16390000      18.799473  2.645948e-06      6391.158556        37.716987      6412.698315        48.461956  0.51  0.22062
   16400000      18.750475  2.619720e-06      6338.286575        70.209229      6388.511934        48.304532  0.45  0.22664
   16410000      18.701536  2.657687e-06      6347.369654        25.142757      6364.670206        48.142315  0.45  0.22664
   16420000      18.652442  2.669248e-06      6462.384526        93.825933      6372.609514        47.955585  0.47  0.22559
   16430000      18.603448  2.647906e-06      6411.504801        23.285013      6419.387276        47.827232  0.44  0.22680
   16440000      18.554627  2.663193e-06      6369.959941        61.346434      6428.137865        47.670581  0.50  0.22222
   16450000      18.505817  2.666944e-06      6368.157147        71.267530      6430.838599        47.586089  0.43  0.22671
   16460000      18.457299  2.596546e-06      6330.027739        41.522475      6352.585178        47.486015  0.45  0.22664
   16470000      18.409034  2.629993e-06      6364.420585        58.229417      6417.723661        47.437385  0.46  0.22624
   16480000      18.361086  2.610945e-06      6444.277164        70.399899      6406.814427        47.329288  0.34  0.21499
   16490000      18.313229  2.609418e-06      6397.476603        29.340835      6405.062644        47.213058  0.41  0.22582
   16500000      18.265429  2.654949e-06      6486.288301        92.569235      6399.216814        47.033718  0.41  0.22582
   16510000      18.217789  2.574200e-06      6498.811060        66.326324      6490.171929        47.006010  0.43  0.22671
   16520000      18.170521  2.627468e-06      6446.343702        43.084285      6448.535560        46.933195  0.39  0.22394
   16530000      18.123500  2.540756e-06      6515.644094        91.783357      6446.608449        46.803881  0.49  0.22358
   16540000      18.076601  2.623449e-06      6465.641590        42.060373      6466.186976        46.704096  0.46  0.22624
   16550000      18.029783  2.626784e-06      6437.625693        25.757147      6453.554985        46.517693  0.46  0.22624
   16560000      17.982981  2.632420e-06      6397.394240        52.703450      6441.073932        46.409870  0.43  0.22671
   16570000      17.936153  2.635409e-06      6487.545790        61.349998      6432.956890        46.271789  0.49  0.22358
   16580000      17.889364  2.638007e-06      6480.311645       102.534271      6405.655142        46.107899  0.54  0.21442
   16590000      17.842746  2.630872e-06      6368.501685        22.331290      6367.234124        46.010726  0.41  0.22582
   16600000      17.796320  2.650811e-06      6354.788803        29.190478      6370.184406        45.852384  0.43  0.22671
   16610000      17.749880  2.579670e-06      6497.842646       101.398164      6437.160669        45.734627  0.43  0.22671
   16620000      17.703708  2.645699e-06      6389.799665        36.545593      6414.212692        45.611775  0.38  0.22264
   16630000      17.657569  2.617372e-06      6408.959006        50.696545      6366.420830        45.573812  0.50  0.22222
   16640000      17.611803  2.614023e-06      6326.618924        74.155878      6398.611093        45.475703  0.35  0.21726
   16650000      17.566052  2.610964e-06      6416.264190        41.432488      6396.859383        45.374247  0.41  0.22582
   16660000      17.520517  2.638034e-06      6386.310497        16.481331      6379.328256        45.212047  0.32  0.20971
   16670000      17.475014  2.608335e-06      6350.119317        61.664425      6390.474972        45.084030  0.44  0.22680
   16680000      17.429454  2.412918e-06      6432.757303        49.352227      6387.667250        44.932810  0.51  0.22062
   16690000      17.384127  2.636443e-06      6438.072063        45.421840      6430.743677        44.851200  0.48  0.22471
   16700000      17.338828  2.656527e-06      6506.782021        84.125407      6439.632840        44.643770  0.52  0.21879
   16710000      17.293491  2.643902e-06      6428.373832        50.589761      6471.973330        44.523459  0.35  0.21726
   16720000      17.248167  2.672887e-06      6516.825536        26.251333      6510.173687        44.322596  0.55  0.21189
   16730000      17.202758  2.664696e-06      6413.627844        68.488436      6480.266824        44.242967  0.40  0.22500
   16740000      17.157506  2.648966e-06      6477.773585        44.650531      6452.506827        44.106213  0.43  0.22671
   16750000      17.112408  2.466014e-06      6419.928938        50.450910      6439.395726        44.007662  0.39  0.22394
   16760000      17.067512  2.421153e-06      6462.416482        22.938657      6468.186060        43.909048  0.36  0.21930
   16770000      17.022783  2.651466e-06      6419.690245        59.014029      6423.223170        43.785070  0.40  0.22500
   16780000      16.978123  2.497662e-06      6398.132854        21.832949      6396.239823        43.664810  0.46  0.22624
   16790000      16.933469  2.680617e-06      6433.145383        31.067345      6420.806868        43.472641  0.38  0.22264
   16800000      16.888731  2.598339e-06      6404.279536        35.812934      6420.240100        43.322719  0.46  0.22624
   16810000      16.844119  2.677990e-06      6351.906625        54.490335      6404.257534        43.222925  0.47  0.22559
   16820000      16.799507  2.673648e-06      6463.209593        75.849044      6400.095459        43.105413  0.47  0.22559
   16830000      16.755101  2.652065e-06      6465.906272        65.226641      6407.290038        42.965199  0.46  0.22624
   16840000      16.710799  2.600071e-06      6427.418168        21.085653      6434.003221        42.855109  0.55  0.21189
   16850000      16.666573  2.682825e-06      6424.644879        51.165478      6452.634828        42.714969  0.40  0.22500
   16860000      16.622471  2.613116e-06      6356.124215        31.834895      6379.203830        42.674483  0.55  0.21189
   16870000      16.578673  2.645202e-06      6320.505833        41.561948      6358.299842        42.488558  0.39  0.22394
   16880000      16.534703  2.690154e-06      6427.688466        34.638230      6399.498805        42.393805  0.34  0.21499
   16890000      16.490959  2.371453e-06      6370.803793        52.751349      6414.000925        42.260594  0.38  0.22264
   16900000      16.447182  2.629087e-06      6337.765248        65.490250      6377.367587        42.140175  0.54  0.21442
   16910000      16.403429  2.594017e-06      6415.297101        94.646238      6345.882446        41.972100  0.42  0.22639
   16920000      16.359544  2.683238e-06      6431.148650       101.186070      6344.083037        41.858186  0.46  0.22624
   16930000      16.315877  2.712596e-06      6377.568340        34.815564      6346.312472        41.687831  0.40  0.22500
   16940000      16.272261  2.611198e-06      6311.370048        58.376022      6366.514580        41.641333  0.47  0.22559
   16950000      16.229011  2.699502e-06      6306.104142        63.587813      6355.183315        41.558458  0.41  0.22582
   16960000      16.185868  2.699110e-06      6330.509562        36.039765      6336.077357        41.424508  0.39  0.22394
   16970000      16.142613  2.708970e-06      6361.278079        26.025318      6355.251448        41.287182  0.48  0.22471
   16980000      16.099557  2.706237e-06      6419.338790        29.480515      6432.995667        41.176004  0.47  0.22559
   16990000      16.056530  2.672571e-06      6341.922799       101.398716      6425.851363        41.090519  0.43  0.22671
   17000000      16.013792  2.649178e-06      6354.634757        53.755229      6385.293554        41.020817  0.40  0.22500
   17010000      15.971233  2.694053e-06      6372.443698        31.445788      6347.419508        40.924657  0.48  0.22471
   17020000      15.928809  2.688933e-06      6357.463660        66.567846      6356.925327        40.780277  0.48  0.22471
   17030000      15.886340  2.554590e-06      6351.854596        65.047463      6333.995266        40.677633  0.40  0.22500
   17040000      15.844050  2.692987e-06      6396.506032        42.095881      6367.032372        40.614272  0.52  0.21879
   17050000      15.802314  2.661850e-06      6335.585398        57.731943      6380.175392        40.593000  0.44  0.22680
   17060000      15.760725  2.645551e-06      6395.110446        27.817254      6377.024148        40.446939  0.39  0.22394
   17070000      15.719118  2.690609e-06      6405.319865        38.492327      6386.149649        40.296301  0.48  0.22471
   17080000      15.677409  2.568361e-06      6376.469482        33.532628      6399.337292        40.246097  0.37  0.22109
   17090000      15.635999  2.553978e-06      6480.024628       117.824774      6383.583656        40.183006  0.44  0.22680
   17100000      15.595069  2.663438e-06      6449.816423        18.908806      6457.235239        40.111750  0.40  0.22500
   17110000      15.554162  2.655425e-06      6485.834162        38.202835      6454.042374        40.000204  0.50  0.22222
   17120000      15.513438  2.635905e-06      6507.547585       146.872298      6419.818905        39.995172  0.47  0.22559
   17130000      15.472944  2.652279e-06      6396.060594        19.075015      6392.388874        39.829869  0.45  0.22664
   17140000      15.432407  2.460518e-06      6372.459293        53.602519      6347.399529        39.717009  0.41  0.22582
   17150000      15.392012  2.660173e-06      6269.658675        91.133840      6357.459748        39.618088  0.46  0.22624
   17160000      15.351699  2.654541e-06      6299.167903        58.225382      6344.969883        39.517878  0.49  0.22358
   17170000      15.311441  2.635759e-06      6370.665128        25.998754      6359.438383        39.408255  0.54  0.21442
   17180000      15.271384  2.621795e-06      6371.445090        49.260724      6381.926702        39.310371  0.38  0.22264
   17190000      15.231414  2.650245e-06      6334.256187        17.430276      6325.262250        39.241058  0.47  0.22559
   17200000      15.191614  2.655489e-06      6300.418477        24.793902      6319.720269        39.099478  0.38  0.22264
   17210000      15.151903  2.632592e-06      6463.587622       120.369416      6361.983750        39.032291  0.36  0.21930
   17220000      15.112343  2.521040e-06      6338.450489        60.871839      6323.460828        39.005113  0.39  0.22394
   17230000      15.073096  2.629540e-06      6268.202049        42.964877      6307.391827        38.937309  0.37  0.22109
   17240000      15.033983  2.628021e-06      6322.737264        32.471795      6331.481892        38.820258  0.46  0.22624
   17250000      14.994936  2.518953e-06      6351.125832        34.717757      6340.547451        38.711906  0.49  0.22358
   17260000      14.956010  2.629072e-06      6360.293731        30.174395      6368.489002        38.622127  0.41  0.22582
   17270000      14.917271  2.590301e-06      6298.795589        71.088965      6331.759055        38.554304  0.56  0.20914
   17280000      14.878686  2.560247e-06      6282.214792        55.716924      6318.535249        38.432939  0.51  0.22062
   17290000      14.840250  2.622644e-06      6303.866089        23.933452      6297.271073        38.309048  0.45  0.22664
   17300000      14.801878  2.497807e-06      6276.982374        54.416989      6322.876700        38.185739  0.40  0.22500
   17310000      14.763424  2.591704e-06      6437.653790       124.972229      6328.442772        38.096215  0.41  0.22582
   17320000      14.725071  2.571025e-06      6386.832124        72.047664      6365.666024        38.009967  0.35  0.21726
   17330000      14.686931  2.628490e-06      6339.371059        38.789979      6362.407897        37.922242  0.41  0.22582
   17340000      14.648836  2.626516e-06      6443.314282        68.068162      6380.196855        37.834107  0.47  0.22559
   17350000      14.610792  2.625730e-06      6352.612136        36.122278      6383.816489        37.702928  0.53  0.21672
   17360000      14.572880  2.568095e-06      6399.596614        41.591364      6367.214524        37.604249  0.30  0.20346
   17370000      14.534919  2.619492e-06      6385.414697        35.282133      6390.133484        37.503903  0.58  0.20296
   17380000      14.497214  2.598338e-06      6359.050754        44.099291      6397.755031        37.353241  0.49  0.22358
   17390000      14.459374  2.581209e-06      6370.235069        32.095682      6362.928028        37.273856  0.44  0.22680
   17400000      14.421657  2.641519e-06      6359.575752        47.041340      6327.175474        37.184495  0.42  0.22639
   17410000      14.384212  2.622289e-06      6378.962494        50.826611      6359.935774        37.102422  0.43  0.22671
   17420000      14.346839  2.590538e-06      6361.005522        52.056295      6357.516451        37.026082  0.45  0.22664
   17430000      14.309592  2.564398e-06      6309.389631        31.920134      6331.439166        36.942148  0.49  0.22358
   17440000      14.272539  2.281327e-06      6312.867186        25.240734      6325.641408        36.824006  0.32  0.20971
   17450000      14.235485  2.638993e-06      6324.804508        47.226502      6329.934132        36.729830  0.44  0.22680
   17460000      14.198553  2.631587e-06      6401.199437        47.670472      6356.375753        36.624423  0.47  0.22559
   17470000      14.161614  2.623576e-06      6337.484138        41.028985      6376.287029        36.506266  0.55  0.21189
   17480000      14.124809  2.640917e-06      6401.899868        59.299485      6379.667644        36.444229  0.49  0.22358
   17490000      14.088080  2.636806e-06      6404.841929        27.447004      6391.555173        36.337111  0.39  0.22394
   17500000      14.051434  2.613412e-06      6327.803104        52.211503      6376.425607        36.269470  0.39  0.22394
   17510000      14.015051  2.587820e-06      6372.907614        42.257962      6352.477534        36.182223  0.46  0.22624
   17520000      13.978624  2.529609e-06      6400.398074        50.342249      6359.470588        36.038060  0.41  0.22582
   17530000      13.942303  2.616962e-06      6359.957230        35.762345      6351.030025        35.970972  0.49  0.22358
   17540000      13.906011  2.631716e-06      6295.158865        41.451551      6331.522370        35.869075  0.46  0.22624
   17550000      13.869859  2.510791e-06      6372.009402        59.133413      6359.859215        35.751159  0.43  0.22671
   17560000      13.833675  2.644266e-06      6352.599226        29.666598      6362.103417        35.647551  0.45  0.22664
   17570000      13.797491  2.647532e-06      6336.919858        30.538997      6322.690804        35.547582  0.46  0.22624
   17580000      13.761499  2.651947e-06      6328.119297        59.753389      6299.737100        35.428310  0.48  0.22471
   17590000      13.725432  2.617304e-06      6312.277697        24.303556      6293.557350        35.299971  0.36  0.21930
   17600000      13.689745  2.653019e-06      6322.987443        13.797444      6313.873889        35.213673  0.44  0.22680
   17610000      13.653956  2.667853e-06      6348.984204        21.082794      6340.656691        35.108648  0.41  0.22582
   17620000      13.618211  2.668316e-06      6329.885791        39.335836      6352.558314        34.994804  0.50  0.22222
   17630000      13.582397  2.584945e-06      6337.658856        68.960301      6336.525367        34.902593  0.47  0.22559
   17640000      13.546775  2.470627e-06      6329.707484        17.980489      6324.504034        34.814549  0.41  0.22582
   17650000      13.511248  2.631904e-06      6432.080962       117.377841      6317.479674        34.735803  0.47  0.22559
   17660000      13.475723  2.670327e-06      6271.180287        49.764368      6313.725064        34.641230  0.46  0.22624
   17670000      13.440121  2.650971e-06      6306.210224        41.784464      6314.191752        34.487306  0.46  0.22624
   17680000      13.404542  2.671922e-06      6342.357167        66.244462      6307.040308        34.401850  0.42  0.22639
   17690000      13.369137  2.681154e-06      6308.011046        20.143017      6297.192355        34.269647  0.50  0.22222
   17700000      13.333801  2.684783e-06      6303.827749        42.816711      6269.812846        34.153925  0.48  0.22471
   17710000      13.298297  2.690977e-06      6270.336351        23.292530      6290.065919        34.035765  0.36  0.21930
   17720000      13.262879  2.604825e-06      6303.830583        22.270603      6318.872976        33.992966  0.42  0.22639
   17730000      13.227704  2.627797e-06      6254.843292        29.747677      6282.805412        33.896137  0.35  0.21726
   17740000      13.192655  2.693424e-06      6303.004217        20.231399      6288.257793        33.810623  0.37  0.22109
   17750000      13.157568  2.660237e-06      6394.093866       109.639270      6290.208300        33.706002  0.42  0.22639
   17760000      13.122677  2.669206e-06      6303.149707        42.690075      6310.694324        33.648852  0.41  0.22582
   17770000      13.087933  2.667785e-06      6269.611623        56.197620      6318.271769        33.551554  0.42  0.22639
   17780000      13.053322  2.653951e-06      6376.925829        52.107418      6330.108037        33.482529  0.41  0.22582
   17790000      13.018722  2.618745e-06      6352.412584        36.810571      6352.913185        33.399377  0.43  0.22671
   17800000      12.984226  2.682653e-06      6278.940010        56.681993      6329.278398        33.326741  0.44  0.22680
   17810000      12.949956  2.627585e-06      6274.340394        46.667680      6285.402512        33.242559  0.48  0.22471
   17820000      12.915725  2.684779e-06      6328.889710        51.131858      6288.660874        33.134314  0.37  0.22109
   17830000      12.881630  2.669383e-06      6336.396434        24.860943      6329.542435        33.069042  0.54  0.21442
   17840000      12.847635  2.684640e-06      6318.915008        37.395937      6351.973285        32.967555  0.40  0.22500
   17850000      12.813672  2.673341e-06      6327.039516        40.740344      6306.022444        32.926780  0.48  0.22471
   17860000      12.779975  2.666362e-06      6328.608488        87.255885      6275.872882        32.849602  0.40  0.22500
   17870000      12.746496  2.561082e-06      6525.366428       190.366969      6346.739406        32.831000  0.51  0.22062
   17880000      12.713280  2.610139e-06      6342.163618        42.992084      6379.265155        32.791562  0.38  0.22264
   17890000      12.680301  2.609668e-06      6350.387559        33.798383      6321.190091        32.759653  0.45  0.22664
